CUG_ID,SRC_COUNT,DISCARDED_COUNT,DISCARDED_REASON
6102359,1,0,
0,1,0,
6128202,5,0,
6162278,24,0,
6128203,2,0,
593094,38,0,
1,1,0,
593095,1,0,
43924,3,0,
534182,1,0,
6129540,18,0,
6128205,1,0,
559022,5,0,
6128207,1,0,
593099,1,0,
559023,2,0,
6102063,1,0,
6158900,1,0,
6129544,1,0,
559024,2,0,
6131421,249,0,
589703,1,0,
559026,1,0,
534188,17,0,
6158902,13,0,
6130101,2,0,
6130102,1,0,
6103388,5,0,
559027,10,0,
534189,3,0,
6102067,6,0,
564881,40,0,
43630,400,0,
6102069,1,0,
589708,1,0,
564884,2,0,
6130106,40,0,
563564,3,0,
43634,3561,0,
6103091,1,0,
44956,11,0,
6130108,1,0,
6103092,1,0,
6132765,3,0,
6130109,3,0,
43637,2,0,
6103093,3,0,
6132766,1,0,
591603,1,0,
42000,87,0,
6160802,7,0,
6103094,2,0,
592925,7,0,
563569,8,0,
6158610,1,0,
6132768,6,0,
562249,1,0,
6158611,1,0,
6159932,1,0,
6160804,5,0,
6132769,2,0,
6159933,1,0,
6158612,3,0,
6160805,1,0,
589413,2,0,
6103097,4,0,
591607,2,0,
6159934,5,0,
564591,1,0,
45982,1,0,
563270,1,0,
592929,2,0,
42005,7,0,
6133790,10,0,
6159935,7,0,
564592,3,0,
45983,29,0,
6158615,5,0,
43342,4676,6,Subscriber relation missing-6;
6158616,6,0,
563273,27,0,
42008,4,0,
6133793,1,0,
589419,19,0,
45986,3,0,
6132473,6,0,
6158618,12,0,
6133795,3,0,
44667,27,0,
45988,1,0,
592632,2,0,
6133797,5,0,
43347,13,0,
44668,16,0,
6160511,21,0,
591313,3,0,
592634,3,0,
6159640,1,0,
6161834,2,0,
6159641,14,0,
6160513,19,0,
6157000,15,0,
6158322,7,0,
6160515,7,0,
6161837,2,0,
6160516,4,0,
593973,3,0,
589125,1,0,
592639,1,0,
593974,1,0,
43050,21,0,
44371,7,0,
6158324,3,0,
6161838,2,0,
6157004,2,0,
533740,1,0,
44372,3,0,
6160518,1,0,
589126,10,0,
593975,5,0,
44373,2,0,
6158326,1,0,
6159647,4,0,
559900,5,0,
593976,1,0,
6157005,10,0,
6160519,6,0,
532420,169,0,
6159648,1,0,
44374,11,0,
45695,12,0,
6158327,4,0,
533742,4,0,
6102942,2,0,
6157007,5,0,
44375,28,0,
6162860,16,0,
6159649,12,0,
6101621,3,0,
6157008,1,0,
6158329,1,0,
533744,1,0,
6162861,1,0,
531102,3,0,
43056,80,0,
592342,30,0,
6161542,1,0,
591022,1,0,
44378,3,0,
43057,2,0,
44379,936,0,
6160222,5,0,
6132187,6,0,
6160223,2,0,
593680,2,0,
6162865,5,0,
531106,3,0,
6160224,4,0,
6160225,6,0,
6162867,5,0,
592347,1,0,
531108,3,0,
44080,4,0,
6162869,2,0,
6160227,2,0,
44081,6,0,
6161549,1,0,
6158035,3,0,
6158036,5,0,
44083,162,0,
6158037,6,0,
6103972,1,0,
6102652,1,0,
44085,75,0,
6162571,1,0,
6161250,1,0,
6102653,1,0,
593689,16,0,
6102654,1,0,
592052,3,0,
44087,8,0,
559615,1,0,
533456,42,0,
6161252,8,0,
6103977,1,0,
6162574,9,0,
6101335,7,0,
534778,226,0,
6159060,607,0,
533458,22,0,
6161255,1,0,
6162576,12,0,
559618,6,0,
6159062,5,0,
559619,2,0,
6102659,10,0,
6159064,1,0,
6128502,13,0,
593394,20,0,
562832,2,0,
6161258,1,0,
6103680,1,0,
6159066,1,0,
6159067,1,0,
533161,9,0,
562835,5,0,
6159068,4,0,
6128506,18,0,
6129842,4,0,
559322,4,0,
6128507,5,0,
593399,1,0,
6162281,7,0,
6128508,18,0,
FF110,1,1,Community Lookup failed -1;
561200,1,0,
6103685,1,0,
6162282,10,0,
6131720,39,0,
6101043,7,0,
6129845,2,0,
6102365,4,0,
533166,9,0,
534487,37,0,
562839,55,0,
6162283,4,0,
6130400,9,0,
FF112,1,1,Community Lookup failed -1;
6130401,1,0,
6103687,3,0,
561202,2,0,
533167,2,0,
6162284,2,0,
6103688,1,0,
533168,1,0,
6130402,12,0,
6129847,12,0,
6101046,17,0,
6162286,5,0,
6131724,20,0,
6129848,6,0,
6102368,2,0,
6162288,3,0,
43932,1,0,
561208,1,0,
6128215,5,0,
562544,5,0,
6102070,27,0,
6131729,3,0,
6102071,2,0,
562545,4,0,
6129551,15,0,
6129552,1,0,
534194,4,0,
6102073,1,0,
559033,13,0,
6129553,4,0,
6103394,2,0,
589711,5,0,
591904,4,0,
562548,18,0,
42301,1,0,
43939,2228,0,
6131430,1,0,
6128219,35,0,
589712,1,0,
562549,2,0,
6131431,6,0,
6130111,10,0,
534198,11,0,
42303,3,0,
6103397,49,0,
6158913,1,0,
591908,3,0,
43640,737,0,
44961,16,0,
6130114,1,0,
589716,19,0,
6158915,5,0,
6131435,15,0,
564893,1,0,
44963,10,0,
6130115,42,0,
6131436,1594,0,
6158917,7,0,
6130117,6,0,
564896,1,0,
591610,5,0,
43645,35,0,
6130119,1,0,
6160810,1,0,
591611,6,0,
562255,6,0,
43646,1510,0,
6129262,8,0,
592934,2,0,
6159940,1,0,
6160812,6,0,
589421,1,0,
42011,3,0,
6131140,6,0,
588100,1,0,
6158620,27,0,
6129264,5,0,
6160814,1,0,
6157300,1,0,
42012,1,0,
562259,1,0,
589423,1,0,
6157301,1,0,
6158622,2,0,
6159943,83,0,
588103,3,0,
45991,3,0,
529506,32,0,
6157302,13,0,
6158623,1,0,
591618,2,0,
45992,1,0,
44671,14,0,
6157303,2,0,
6158625,5,0,
45993,64,0,
6131145,5,0,
6157305,13,0,
6158627,1,0,
42018,833,0,
6159948,4,0,
589429,1,0,
43354,270,0,
6158628,3,0,
45997,2,0,
6161840,1,0,
563285,5,0,
6131149,6,0,
590000,1,0,
531403,1,0,
6157309,2,0,
44677,9,0,
45999,3,0,
43357,6,0,
563287,2,0,
592644,50,0,
590003,2,0,
592645,5,0,
6101927,20,0,
6161846,2,0,
6160525,1,0,
44380,12,0,
6160526,2,0,
6161847,1,0,
592648,1,0,
6160527,2,0,
6158334,2,0,
6159655,1,0,
6161848,9,0,
591328,1,0,
6158335,7,0,
589136,6,0,
533750,9,0,
6102950,3,0,
44383,3,0,
6157015,5,0,
6132192,1,0,
6158337,3,0,
43063,14,0,
592350,2,0,
6159659,1,0,
593989,1,0,
43065,73,0,
6132194,21,0,
6158339,13,0,
6160230,1,0,
6161551,4,0,
44387,132,0,
6101634,11,0,
6161553,1,0,
6162874,1,0,
533757,3,0,
6132198,1,0,
593690,7,0,
6161555,2,0,
591035,2,0,
6160234,5,0,
6102958,35,0,
559919,2,0,
592357,1,0,
6128801,6,0,
6161556,5,0,
593692,21,0,
6100001,1,0,
6160236,11,0,
44090,177,0,
6128803,1,0,
6161558,3,0,
6162879,1,0,
6159365,12,0,
534780,111,0,
44091,1,0,
6159366,6,0,
533460,3,0,
44092,31,0,
6102660,5,0,
6103981,5,0,
6158047,3,0,
44094,1,0,
6158048,1,0,
6128807,2,0,
533463,9,0,
534784,5,0,
6158049,9,0,
44096,7,0,
6161260,4,0,
6162581,3,0,
6100008,2,0,
6128809,2,0,
592062,340,0,
561500,7,0,
6100009,1,0,
592063,1,0,
559625,12,0,
44098,96,0,
6162583,2,0,
6159070,3,0,
6130701,2,0,
44099,15,0,
6101346,3,0,
6103989,1,0,
592066,12,0,
559628,6,0,
6159072,4,0,
6130704,1,0,
6162587,4,0,
561505,9,0,
6128511,4,0,
562841,2,0,
6159074,2,0,
561507,7,0,
533170,1,0,
6159076,2,0,
6128514,41,0,
6128516,1,0,
559331,8,0,
562845,1,0,
6159078,1,0,
6101050,10,0,
6162290,6,0,
6128518,1,0,
534495,5,0,
6102373,3,0,
559333,2,0,
533175,1,0,
6101053,2,0,
6131730,2,0,
6102374,11,0,
6129855,5,0,
559336,1,0,
6162294,13,0,
533178,8,0,
6129857,4,0,
6103699,1,0,
559338,3,0,
561214,2,0,
563871,7,0,
6129859,2,0,
562551,2,0,
6162298,5,0,
6130415,2,0,
563873,7,0,
6162299,2,0,
6130417,1,0,
6128224,1,0,
563874,3,0,
561219,1,0,
6129560,26,0,
6129561,3,0,
6102081,5,0,
591912,6,0,
559042,10,0,
562556,18,0,
591913,1,0,
559043,6,0,
529802,6,0,
562557,19,0,
43948,7,0,
6131440,1,0,
6129564,4,0,
588401,2,0,
6157600,1,0,
559046,2,0,
588402,3,0,
6131442,348,0,
6129567,1,0,
588403,4,0,
559047,1,0,
591917,1,0,
42314,5,0,
6157602,1,0,
6130123,1,0,
563580,1,0,
44971,103,0,
6157603,7,0,
6158924,4,0,
6129568,59,0,
588405,6,0,
563581,3,0,
589726,10,0,
529808,18,0,
6130124,1,0,
44973,5,0,
6131446,5,0,
563582,253,0,
529809,2,0,
6157605,3,0,
589728,11,0,
6132783,5,0,
6130128,5,0,
43655,17,0,
6157608,3,0,
6132784,8,0,
563586,10,0,
43656,2,0,
592942,11,0,
531704,5,0,
6132786,10,0,
591623,17,0,
592944,3,0,
563588,14,0,
6160822,3,0,
6132787,8,0,
43659,1,0,
FF3233,1,1,Community Lookup failed -1;
588110,9,0,
591624,10,0,
531706,7,0,
6158630,1,0,
6131150,8,0,
6129274,15,0,
6159952,1,0,
591625,1,0,
562269,14,0,
42022,8,0,
6159953,5,0,
6131152,3,0,
42024,19,0,
6157312,9,0,
6159954,1,0,
6131153,15,0,
592949,1,0,
563290,5,0,
588114,2,0,
43360,3,0,
6159956,1,0,
6129279,1,0,
6157314,2,0,
588115,6,0,
42026,3,0,
563292,2,0,
6159957,5,0,
532730,4,0,
44683,7,0,
6132491,4,0,
44684,53,0,
42028,1047,0,
6157316,5,0,
6101930,3,0,
6131158,1,0,
44685,1,0,
43364,14,0,
591330,4,0,
592652,1,0,
563296,28,0,
6160530,2,0,
6157319,2,0,
43367,12,0,
6160532,1,0,
592654,2,0,
43368,10,0,
44689,1075,0,
6159660,16,0,
6161853,4,0,
6158340,4,0,
6159661,2,0,
6161854,1,0,
531417,61,0,
6157020,1,0,
6159662,10,0,
6160535,1,0,
590015,1,0,
593992,7,0,
591336,1,0,
592657,5,0,
6157022,1,0,
6161857,1,0,
6158343,5,0,
531419,3,0,
6160536,1,0,
44390,25,0,
6101939,1,0,
589144,7,0,
593993,1,0,
592658,1129,0,
6161858,1,0,
6100302,2,0,
6159665,4,0,
6159666,3,0,
6157024,2,0,
6100303,5,0,
6157025,1,0,
6158346,4,0,
6159667,3,0,
559920,2,0,
6102961,9,0,
559921,2,0,
6162880,1,0,
6159669,1,0,
6157027,23,0,
592360,2,0,
531121,4,0,
6161560,1,0,
592361,1,0,
6102963,1,0,
6100307,1,0,
531122,9,0,
6162882,2,0,
44397,6,0,
6161561,2,0,
6102964,56,0,
591041,24,0,
533765,2,0,
6161562,1,0,
6160241,1,0,
561802,2,0,
6160242,2,0,
44399,2,0,
6161563,9,0,
6102966,38,0,
6158050,2,0,
6161564,6,0,
6159372,1,0,
6160244,5,0,
6159373,1,0,
6162887,2,0,
6161566,1,0,
531128,9,0,
6158053,1,0,
6128812,3,0,
6161567,2,0,
6159374,4,0,
6101649,7,0,
531129,18,0,
6162889,3,0,
6161568,6,0,
591049,1,0,
6103990,4,0,
6161569,11,0,
6158056,13,0,
6159377,81,0,
561809,3,0,
533472,2,0,
6101350,5,0,
6128816,5,0,
6159379,5,0,
6102673,33,0,
6100017,17,0,
534795,69,0,
6162591,49,0,
534796,1,0,
6102674,3,0,
6100018,3,0,
42901,413,0,
592073,1,0,
533476,2,0,
6161272,1,0,
6103996,4,0,
6101354,3,0,
561511,11,0,
6103997,2,0,
6162594,1,0,
533477,14,0,
533478,2,0,
6130712,4,0,
534799,1,0,
42904,103,0,
6162596,1,0,
6101357,12,0,
6159082,90,0,
6161275,9,0,
6162597,1,0,
FF425,1,1,Community Lookup failed -1;
559639,1,0,
6101358,5,0,
561515,7,0,
42906,21,0,
6161276,387,0,
561516,1,0,
6101359,4,0,
6128522,21,0,
6128523,4,0,
558003,25,0,
6161279,5,0,
FF428,1,1,Community Lookup failed -1;
6128525,5,0,
6129861,1,0,
6128526,12,0,
6102382,1,0,
6128527,1,0,
533183,6,0,
6159089,12,0,
558008,1,0,
6101062,1,0,
42610,6,0,
6102383,14,0,
6129864,1,0,
588701,2,0,
561221,1,0,
6157900,13,0,
6131741,1,0,
6101064,2,0,
588702,1,0,
42613,401,0,
6157901,2,0,
6131742,9,0,
6157902,1,0,
6130422,1,0,
6128230,1,0,
563880,6,0,
559348,6,0,
6130423,18,0,
6129869,1,0,
43951,5,0,
6128231,1,0,
6157904,2,0,
6157905,3,0,
588706,28,0,
43952,36,0,
563884,3,0,
561228,4,0,
6157908,1,0,
559050,2,0,
591920,10,0,
43955,23,0,
6157909,1,0,
559051,48,0,
591922,2,0,
562567,1,0,
559053,1,0,
42320,9,0,
6102093,6,0,
588410,15,0,
559054,7,0,
562568,12,0,
559055,1,0,
6131451,9,0,
42323,4,0,
6158932,4,0,
6130132,1,0,
589734,13,0,
529816,16,0,
6130133,1,0,
6158934,1,0,
6157613,1,0,
6131454,1,0,
590607,6,0,
529817,3,0,
589736,1,0,
6130134,1,0,
588415,2,0,
559059,14,0,
43661,9,0,
41005,5,0,
6157614,3,0,
6132790,28,0,
6129579,23,0,
6131456,1,0,
43662,2,0,
44983,2,0,
42327,8,0,
6158936,22,0,
6132792,1,0,
6158937,1,0,
43663,32,0,
6131457,6,0,
6157617,1,0,
6158938,1,0,
6132793,2,0,
563594,5,0,
589739,1,0,
44985,4,0,
6157618,2,0,
591631,1,0,
562275,6,0,
563596,5,0,
6132795,1,0,
529521,1,0,
531714,10,0,
43667,386,0,
6132796,3,0,
531715,1,0,
6160832,2,0,
563598,2,0,
528202,1,0,
592955,2,0,
590313,3,0,
562278,1,0,
6158640,2,0,
6132798,5,0,
528203,1,0,
6159962,2,0,
588121,4,0,
589442,6,0,
6160835,1,0,
528204,203,0,
6160836,1,0,
6159964,5,0,
528205,3,0,
591637,2,0,
531719,15,0,
6131163,10,0,
592959,4,0,
589445,6,0,
528206,3,0,
6159965,9,0,
6159966,3,0,
6131165,1,0,
590318,1,0,
6159967,4,0,
528208,6,0,
6131166,1,0,
6156005,3,0,
589448,2,0,
43373,9,0,
42038,2,0,
6159968,11,0,
592660,1,0,
588128,1,0,
588129,2,0,
6100607,3,0,
6158649,1,0,
6157328,1,0,
591340,5,0,
590020,3,0,
6157329,1,0,
6161861,1,0,
6156008,7,0,
6101944,1,0,
6156009,2,0,
591342,18,0,
592663,21,0,
531425,2,0,
6161863,1,0,
43378,1,0,
6159670,7,0,
43379,20,0,
6158350,10,0,
6161864,12,0,
589151,26,0,
591344,6,0,
531427,1,0,
6158351,2,0,
6159672,2,0,
589152,20,0,
592666,4,0,
6160545,1,0,
6157031,18,0,
6101948,5,0,
589153,2,0,
6157032,3,0,
6160546,1,0,
6161868,2,0,
6160547,1,0,
589155,2,0,
6100313,1,0,
6160548,10,0,
6161869,3,0,
43082,3,0,
6102970,85,0,
6160549,1,0,
6101651,2,0,
592370,1,0,
589159,1,0,
6162890,4,0,
592371,2,0,
591051,1,0,
592372,1,0,
561810,1,0,
43086,612,0,
6160250,15,0,
6162892,3,0,
531134,2,0,
561811,2,0,
6160251,3,0,
6162894,6,0,
6101655,4,0,
559936,1,0,
6101656,4,0,
6160253,7,0,
6158060,1,0,
592375,7,0,
561813,3,0,
6159382,7,0,
6102978,5,0,
533779,122,0,
6159383,1,0,
6161576,2,0,
559939,9,0,
6158062,13,0,
561815,11,0,
561816,2,0,
6158063,1,0,
6100021,2,0,
6100022,7,0,
6100023,1,0,
6128824,2,0,
6160258,3,0,
6159386,5,0,
6100024,22,0,
6160259,6,0,
6101360,1,0,
559641,5,0,
6159388,9,0,
558307,1,0,
6127506,1,0,
592081,3,0,
558308,1,0,
42911,6,0,
6128829,1,0,
6100028,7,0,
592082,1,0,
533487,1,0,
559646,10,0,
6159091,1,0,
560202,1,0,
6102687,297,0,
6161284,9,0,
561524,1,0,
42915,30,0,
6159093,5,0,
562860,19,0,
560204,6,0,
559649,2,0,
42916,1,0,
6161286,2,0,
6130724,2,0,
6101369,1,0,
6130725,5,0,
560205,1,0,
42917,2,0,
6127211,5,0,
592089,43,0,
562862,19,0,
6159095,6,0,
562863,1,0,
6127213,1,0,
533190,5,0,
559350,1,0,
558015,8,0,
6129870,9,0,
6159098,5,0,
6130729,5,0,
6129872,1,0,
6101072,1,0,
6129873,5,0,
42621,1,0,
558019,3,0,
561230,3,0,
6129874,1,0,
6128539,3,0,
6129875,1,0,
559355,6,0,
41301,4,0,
6157910,1,0,
6102395,8,0,
6129876,1,0,
6130431,1,0,
41302,2,0,
6101076,1,0,
42624,80,0,
6131753,4,0,
41304,1,0,
563890,1,0,
588714,7,0,
6128240,4,0,
6101078,1,0,
588715,5,0,
562571,1,0,
43962,172,0,
6128242,4,0,
6131756,2,0,
6157916,2,0,
563893,13,0,
43963,9,0,
562574,4,0,
43965,1055,0,
41309,20,0,
6130438,16,0,
6131759,966,0,
591931,18,0,
562575,17,0,
43966,5,0,
43967,5,0,
42330,1,0,
43968,47,0,
6129583,3,0,
562578,6,0,
41010,1,0,
589741,3,0,
590613,11,0,
559064,7,0,
563899,4,0,
6158940,7,0,
6131460,5,0,
559065,1,0,
41011,1,0,
6158941,4,0,
6131461,5,0,
6157620,4,0,
6129585,3,0,
528504,1,0,
591936,5,0,
6157621,5,0,
6158943,2,0,
6131463,2,0,
6130143,4,0,
6157623,2,0,
41014,86,0,
6131464,12,0,
41015,2,0,
43671,20,0,
6156303,3,0,
6131465,1,0,
6156304,1,0,
6131466,1,0,
41017,2,0,
6157626,2,0,
6158947,1,0,
587107,1,0,
41018,52,0,
44996,4,0,
6156307,4,0,
591640,16,0,
592961,41,0,
562284,40,0,
6129291,2,0,
590320,2,0,
6156308,1,0,
6130149,6,0,
6156309,1,0,
562286,5,0,
590321,4,0,
531724,12,0,
6160841,3,0,
529533,1,0,
592965,1,0,
43679,9,0,
6131171,3,0,
590324,1,0,
528213,6,0,
42042,18,0,
6157330,24,0,
6158652,135,0,
6160845,1,0,
6100611,1,0,
590327,1,0,
6156012,3,0,
43380,2,0,
528217,1,0,
43381,14,0,
6156013,1,0,
6159976,6,0,
6160848,1,0,
589457,5,0,
42047,2,0,
6156014,2,0,
6100614,4,0,
6158657,1,0,
43383,1,0,
589458,25,0,
6159978,2,0,
6156016,1,0,
42049,8,0,
6158659,1,0,
6161870,1,0,
6100617,1,0,
6156017,1,0,
588139,5,0,
6101952,1,0,
6156018,4,0,
6157339,4,0,
590030,12,0,
591352,1,0,
592673,3,0,
532755,2,0,
590031,1,0,
43388,1,0,
589160,1,0,
592675,1,0,
6159681,2,0,
6161874,8,0,
6101957,2,0,
6159682,6,0,
589162,25,0,
592676,10,0,
6161876,1,0,
6159683,6,0,
6100320,15,0,
558602,1,0,
6157042,1,0,
6161877,1,0,
6160556,6,0,
6101959,75,0,
6160557,1,0,
6158364,1,0,
6157044,2,0,
6100324,1,0,
589167,1,0,
531140,1,0,
589168,1,0,
6157046,2,0,
6159689,3,0,
589169,1,0,
43094,7,0,
6127806,1,0,
592380,3,0,
6161580,2,0,
6158369,9,0,
6161581,12,0,
6100329,29,0,
592383,7,0,
531144,3,0,
560501,2,0,
591063,2,0,
6160262,1,0,
6161583,11,0,
532466,8,0,
6159391,1,0,
561823,1,0,
43099,5,0,
6161584,4,0,
6158070,10,0,
531146,3,0,
6158071,4,0,
6160264,2,0,
531147,3,0,
6159392,12,0,
6101667,15,0,
6100030,3,0,
6127510,63,0,
559949,20,0,
6159394,1,0,
6128832,1,0,
6159395,1,0,
6158074,5,0,
6160267,14,0,
558313,11,0,
6161589,1,0,
591069,1,0,
561828,1,0,
6127513,1,0,
6160268,1,0,
6102690,1,0,
6160269,1,0,
6158076,22,0,
6159397,22,0,
6127514,8,0,
6101370,4,0,
6100035,6,0,
558316,21,0,
6127516,5,0,
559652,4,0,
533494,1,0,
6158079,4,0,
559653,10,0,
559654,1,0,
559655,1,0,
6102695,2,0,
6130730,1,0,
533496,3,0,
41601,5,0,
42922,10,0,
560211,1,0,
6161293,1,0,
592094,11,0,
41602,6,0,
42923,10,0,
592095,8,0,
533498,7,0,
42924,58,0,
532178,3,0,
41604,1,0,
6130733,4,0,
592097,3,0,
41605,59,0,
6128541,11,0,
41606,2,0,
6161297,1,0,
6127221,58,0,
42928,1,0,
6130736,1,0,
562872,1,0,
560216,110,0,
6128543,5,0,
6161298,4,0,
6127224,3,0,
6130738,11,0,
560219,107,0,
6129881,17,0,
6130739,11,0,
590911,12,0,
562876,14,0,
559363,1,0,
561240,6,0,
558029,7,0,
562878,1,0,
6131760,7,0,
562879,6,0,
6129885,3,0,
42633,1,0,
6130441,2,0,
590915,5,0,
41312,13,0,
42634,2,0,
6101087,2,0,
6129888,1,0,
43970,10,0,
587403,4,0,
588724,2,0,
590917,1,0,
528806,11,0,
6129889,1,0,
6101088,1,0,
6157924,3,0,
562580,1,0,
561245,3,0,
6156603,11,0,
6156604,2,0,
41316,3,0,
43973,1,0,
6157926,9,0,
562582,2,0,
6128253,5,0,
6131767,2,0,
591940,1,0,
6129590,1,0,
6130448,3,0,
588729,29,0,
41319,38,0,
559071,2,0,
6128256,2,0,
529830,510,0,
562585,8,0,
6157929,13,0,
591942,3,0,
562586,4,0,
6129592,12,0,
6156609,1,0,
43978,16,0,
6129593,188,0,
591944,2,0,
589751,4,0,
588430,17,0,
590623,2,0,
559074,14,0,
562588,2,0,
42342,4,0,
562589,23,0,
6158951,31,0,
6131471,989,0,
6156310,1,0,
42343,1,0,
591946,8,0,
41023,2,0,
6131473,3,0,
6100911,8,0,
6129597,5,0,
6130153,2,0,
587113,2,0,
589755,6,0,
529837,15,0,
41024,3,0,
6156312,3,0,
562290,6,0,
43681,8,0,
6158955,2,0,
6130154,6,0,
6157635,1,0,
590629,3,0,
528518,10,0,
6131477,2,0,
43683,6,0,
6158958,1,0,
6100916,3,0,
562295,1,0,
6100918,1,0,
591651,1,0,
531733,91,0,
6160850,6,0,
528220,3,0,
6160851,4,0,
42050,139,0,
6160852,91,0,
589461,2,0,
42051,58,0,
43689,3,0,
592976,1,0,
6160854,2,0,
6158661,39,0,
42053,1,0,
530100,6,0,
6160856,4,0,
530101,6,0,
6157342,53,0,
592979,1,0,
6158664,1,0,
6157343,1,0,
6156022,3,0,
6159985,10,0,
590338,1,0,
6157344,1,0,
6160858,7,0,
558905,2,0,
6156024,1,0,
6158666,10,0,
588147,1,0,
6158667,1,0,
530105,8,0,
589468,5,0,
42058,1,0,
6131187,3,0,
530106,2,0,
6159989,4,0,
589469,2,0,
6158668,10,0,
6101961,20,0,
6100626,5,0,
530107,1,0,
6156027,1,0,
558908,2,0,
6157348,6,0,
591360,2,0,
6101963,275,0,
6101964,2,0,
6161883,2,0,
591363,3,0,
560802,1,0,
6161884,4,0,
589171,8,0,
590043,3,0,
6159692,2,0,
6160564,3,0,
590044,1,0,
6158372,1,0,
531448,937,0,
560804,12,0,
590046,3,0,
6127811,29,0,
6160566,2,0,
6101969,3,0,
6158374,2,0,
6159695,1,0,
6157053,3,0,
591368,1,0,
592689,1,0,
560806,9,0,
6157054,6,0,
6159696,11,0,
6100334,1,0,
6127814,1,0,
6159697,10,0,
6160569,11,0,
558615,8,0,
6159698,1,0,
558616,2,0,
559952,2,0,
6161590,2,0,
6158379,7,0,
6127817,7,0,
559953,12,0,
592392,1,0,
6161591,2,0,
6160270,1,0,
6101673,50,0,
6127818,12,0,
41901,2,0,
6161593,2,0,
6160272,8,0,
561832,10,0,
559956,8,0,
41902,5,0,
6158080,2,0,
591074,1,0,
559957,17,0,
533798,25,0,
561834,5,0,
41904,1,0,
559959,1,0,
6160275,2,0,
6128841,5,0,
6127520,8,0,
592397,4,0,
6158083,1,0,
6128842,2,0,
6101679,1,0,
531159,2,0,
6100042,1,0,
6161598,10,0,
41907,28,0,
6100043,1,0,
41908,3,0,
6161599,1,0,
6158086,1,0,
6160279,1,0,
6100044,25,0,
6128846,1,0,
560519,7,0,
6126204,3,0,
558326,2,0,
6101381,4,0,
6100046,50,0,
559662,2397,0,
6158089,2,0,
6100047,3,0,
557008,2,0,
6126207,4,0,
42931,1,0,
6100049,9,0,
557009,21,0,
6101385,2,0,
560222,1,0,
532187,1,0,
41614,1,0,
560223,286,0,
42935,1280,0,
6130743,10,0,
6156903,6,0,
41615,34,0,
42936,1,0,
6128551,5,0,
587705,1,0,
42937,57,0,
560226,1,0,
42938,2,0,
587706,2,0,
562882,5,0,
560227,15,0,
41618,2,0,
6156906,5,0,
6156907,7,0,
562884,12,0,
590920,1,0,
587709,15,0,
6101090,26,0,
6128556,16,0,
6130749,9,0,
6156909,1,0,
6129892,2,0,
559372,20,0,
6101091,15,0,
6127236,16,0,
6101092,1,0,
562888,23,0,
6131771,1,0,
6157930,3,0,
6130450,7,0,
6129895,1,0,
41322,59,0,
6156610,2,0,
6131772,1,0,
6129896,3,0,
6156611,1,0,
588733,4,0,
561253,3,0,
6157932,6,0,
6129897,44,0,
6157933,3,0,
6131774,2,0,
