SDP_Id,MSISDN_START,MSISDN_END
meylvvmsdp07a,971545000000,971545999999
meylvvmsdp07a,971547000000,971547999999
meylvvmsdp07a,971550000000,971550999999
meylvvmsdp07a,97154300000000,97154399999999
meylvvmsdp08a,9715640,9715649
meylvvmsdp08a,971581000,971581999
meylvvmsdp08a,9715520000,9715529999
meylvvmsdp08a,9715540000,9715549999
meylvvmsdp08a,9715550000,9715559999
meylvvmsdp08a,9715560000,9715569999
meylvvmsdp08a,9715580000,9715589999
meylvvmsdp08a,9715590000,9715599999
meylvvmsdp08a,9715630000,9715639999
meylvvmsdp08a,9715640000,9715649999
meylvvmsdp08a,9715650000,9715659999
meylvvmsdp08a,9715690000,9715699999
meylvvmsdp08a,9715760000,9715769999
meylvvmsdp08a,97155500000,97155599999
meylvvmsdp08a,97155600000,97155699999
meylvvmsdp08a,97155900000,97155999999
meylvvmsdp08a,97156200000,97156299999
meylvvmsdp08a,97156300000,97156399999
meylvvmsdp08a,97156600000,97156699999
meylvvmsdp08a,97156700000,97156799999
meylvvmsdp08a,97156800000,97156899999
meylvvmsdp08a,97156900000,97156999999
meylvvmsdp08a,971551000000,971551999999
meylvvmsdp08a,971552000000,971552999999
meylvvmsdp08a,971553000000,971553999999
meylvvmsdp08a,971559000000,971559999999
meylvvmsdp08a,971561000000,971561999999
meylvvmsdp08a,971562000000,971562999999
meylvvmsdp08a,971563000000,971563999999
meylvvmsdp08a,971564000000,971564999999
meylvvmsdp08a,971565000000,971565999999
meylvvmsdp08a,971566000000,971566999999
meylvvmsdp08a,971567000000,971567999999
meylvvmsdp08a,971568000000,971568999999
meylvvmsdp08a,971569000000,971569999999
meylvvmsdp08a,971770000000,971770999999
meylvvmsdp09a,971554000000,971554999999
meylvvmsdp09a,971555000000,971555999999
meylvvmsdp09a,971556000000,971556999999
meylvvmsdp09a,971557000000,971557999999
meylvvmsdp09a,971558000000,971558999999
meylvvmsdp12a,9717650,9717659
meylvvmsdp12a,9717660,9717669
meylvvmsdp12a,97159800,97159899
meylvvmsdp12a,97165100,97165199
meylvvmsdp12a,971646000,971646999
meylvvmsdp12a,971653000,971653999
meylvvmsdp12a,971665000,971665999
meylvvmsdp12a,971677000,971677999
meylvvmsdp12a,971678000,971678999
meylvvmsdp12a,971732000,971732999
meylvvmsdp12a,971776000,971776999
meylvvmsdp12a,971786000,971786999
meylvvmsdp12a,971789000,971789999
meylvvmsdp12a,971922000,971922999
meylvvmsdp12a,9715850000,9715859999
meylvvmsdp12a,9715990000,9715999999
meylvvmsdp12a,9716000000,9716009999
meylvvmsdp12a,9716220000,9716229999
meylvvmsdp12a,9716440000,9716449999
meylvvmsdp12a,9716540000,9716549999
meylvvmsdp12a,9716550000,9716559999
meylvvmsdp12a,9716560000,9716569999
meylvvmsdp12a,9716630000,9716639999
meylvvmsdp12a,9716640000,9716649999
meylvvmsdp12a,9716650000,9716659999
meylvvmsdp12a,9716660000,9716669999
meylvvmsdp12a,9716670000,9716679999
meylvvmsdp12a,9716720000,9716729999
meylvvmsdp12a,9716730000,9716739999
meylvvmsdp12a,9716740000,9716749999
meylvvmsdp12a,9716760000,9716769999
meylvvmsdp12a,9716770000,9716779999
meylvvmsdp12a,9716880000,9716889999
meylvvmsdp12a,9716890000,9716899999
meylvvmsdp12a,9716900000,9716909999
meylvvmsdp12a,9716990000,9716999999
meylvvmsdp12a,9717120000,9717129999
meylvvmsdp12a,9717410000,9717419999
meylvvmsdp12a,9717450000,9717459999
meylvvmsdp12a,9717530000,9717539999
meylvvmsdp12a,9717540000,9717549999
meylvvmsdp12a,9717550000,9717559999
meylvvmsdp12a,9717650000,9717659999
meylvvmsdp12a,9717670000,9717679999
meylvvmsdp12a,9717740000,9717749999
meylvvmsdp12a,9717780000,9717789999
meylvvmsdp12a,9717790000,9717799999
meylvvmsdp12a,9717860000,9717869999
meylvvmsdp12a,9718000000,9718009999
meylvvmsdp12a,9718010000,9718019999
meylvvmsdp12a,9718040000,9718049999
meylvvmsdp12a,9718050000,9718059999
meylvvmsdp12a,9718100000,9718109999
meylvvmsdp12a,9718120000,9718129999
meylvvmsdp12a,9718130000,9718139999
meylvvmsdp12a,9718140000,9718149999
meylvvmsdp12a,9718150000,9718159999
meylvvmsdp12a,9718170000,9718179999
meylvvmsdp12a,9718180000,9718189999
meylvvmsdp12a,9718190000,9718199999
meylvvmsdp12a,9718200000,9718209999
meylvvmsdp12a,9718220000,9718229999
meylvvmsdp12a,9718300000,9718309999
meylvvmsdp12a,9718450000,9718459999
meylvvmsdp12a,9718520000,9718529999
meylvvmsdp12a,9718540000,9718549999
meylvvmsdp12a,9718560000,9718569999
meylvvmsdp12a,9718640000,9718649999
meylvvmsdp12a,9718650000,9718659999
meylvvmsdp12a,9718700000,9718709999
meylvvmsdp12a,9718760000,9718769999
meylvvmsdp12a,9718790000,9718799999
meylvvmsdp12a,9718800000,9718809999
meylvvmsdp12a,9718820000,9718829999
meylvvmsdp12a,9718850000,9718859999
meylvvmsdp12a,9718860000,9718869999
meylvvmsdp12a,9718870000,9718879999
meylvvmsdp12a,9718880000,9718889999
meylvvmsdp12a,9718970000,9718979999
meylvvmsdp12a,9718980000,9718989999
meylvvmsdp12a,9719230000,9719239999
meylvvmsdp12a,9719240000,9719249999
meylvvmsdp12a,9719250000,9719259999
meylvvmsdp12a,9719410000,9719419999
meylvvmsdp12a,9719510000,9719519999
meylvvmsdp12a,9719630000,9719639999
meylvvmsdp12a,9719660000,9719669999
meylvvmsdp12a,9719710000,9719719999
meylvvmsdp12a,9719760000,9719769999
meylvvmsdp12a,9719850000,9719859999
meylvvmsdp12a,9719870000,9719879999
meylvvmsdp12a,9719880000,9719889999
meylvvmsdp12a,9719890000,9719899999
meylvvmsdp12a,9719950000,9719959999
meylvvmsdp12a,9719960000,9719969999
meylvvmsdp12a,97158400000,97158499999
meylvvmsdp12a,97158600000,97158699999
meylvvmsdp12a,97161400000,97161499999
meylvvmsdp12a,97162100000,97162199999
meylvvmsdp12a,97162200000,97162299999
meylvvmsdp12a,97162300000,97162399999
meylvvmsdp12a,97162400000,97162499999
meylvvmsdp12a,97162500000,97162599999
meylvvmsdp12a,97162600000,97162699999
meylvvmsdp12a,97162700000,97162799999
meylvvmsdp12a,97162800000,97162899999
meylvvmsdp12a,97162900000,97162999999
meylvvmsdp12a,97163200000,97163299999
meylvvmsdp12a,97163300000,97163399999
meylvvmsdp12a,97163400000,97163499999
meylvvmsdp12a,97163500000,97163599999
meylvvmsdp12a,97163600000,97163699999
meylvvmsdp12a,97163700000,97163799999
meylvvmsdp12a,97163800000,97163899999
meylvvmsdp12a,97163900000,97163999999
meylvvmsdp12a,97164000000,97164099999
meylvvmsdp12a,97164200000,97164299999
meylvvmsdp12a,97164300000,97164399999
meylvvmsdp12a,97164500000,97164599999
meylvvmsdp12a,97164700000,97164799999
meylvvmsdp12a,97165000000,97165099999
meylvvmsdp12a,97165100000,97165199999
meylvvmsdp12a,97165200000,97165299999
meylvvmsdp12a,97165300000,97165399999
meylvvmsdp12a,97165400000,97165499999
meylvvmsdp12a,97165500000,97165599999
meylvvmsdp12a,97165600000,97165699999
meylvvmsdp12a,97165700000,97165799999
meylvvmsdp12a,97165800000,97165899999
meylvvmsdp12a,97165900000,97165999999
meylvvmsdp12a,97166200000,97166299999
meylvvmsdp12a,97166300000,97166399999
meylvvmsdp12a,97166400000,97166499999
meylvvmsdp12a,97166600000,97166699999
meylvvmsdp12a,97166700000,97166799999
meylvvmsdp12a,97167000000,97167099999
meylvvmsdp12a,97167100000,97167199999
meylvvmsdp12a,97167200000,97167299999
meylvvmsdp12a,97167300000,97167399999
meylvvmsdp12a,97167400000,97167499999
meylvvmsdp12a,97167500000,97167599999
meylvvmsdp12a,97167600000,97167699999
meylvvmsdp12a,97167800000,97167899999
meylvvmsdp12a,97167900000,97167999999
meylvvmsdp12a,97168000000,97168099999
meylvvmsdp12a,97168100000,97168199999
meylvvmsdp12a,97168300000,97168399999
meylvvmsdp12a,97168500000,97168599999
meylvvmsdp12a,97168600000,97168699999
meylvvmsdp12a,97168700000,97168799999
meylvvmsdp12a,97168800000,97168899999
meylvvmsdp12a,97169400000,97169499999
meylvvmsdp12a,97169800000,97169899999
meylvvmsdp12a,97170000000,97170099999
meylvvmsdp12a,97170700000,97170799999
meylvvmsdp12a,97172000000,97172099999
meylvvmsdp12a,97172200000,97172299999
meylvvmsdp12a,97172300000,97172399999
meylvvmsdp12a,97172400000,97172499999
meylvvmsdp12a,97172500000,97172599999
meylvvmsdp12a,97172600000,97172699999
meylvvmsdp12a,97172700000,97172799999
meylvvmsdp12a,97172800000,97172899999
meylvvmsdp12a,97173200000,97173299999
meylvvmsdp12a,97173500000,97173599999
meylvvmsdp12a,97173800000,97173899999
meylvvmsdp12a,97174100000,97174199999
meylvvmsdp12a,97174700000,97174799999
meylvvmsdp12a,97174800000,97174899999
meylvvmsdp12a,97175100000,97175199999
meylvvmsdp12a,97175400000,97175499999
meylvvmsdp12a,97176200000,97176299999
meylvvmsdp12a,97177000000,97177099999
meylvvmsdp12a,97177300000,97177399999
meylvvmsdp12a,97177400000,97177499999
meylvvmsdp12a,97177600000,97177699999
meylvvmsdp12a,97177700000,97177799999
meylvvmsdp12a,97178300000,97178399999
meylvvmsdp12a,97178400000,97178499999
meylvvmsdp12a,97178700000,97178799999
meylvvmsdp12a,97178900000,97178999999
meylvvmsdp12a,97179600000,97179699999
meylvvmsdp12a,97179700000,97179799999
meylvvmsdp12a,97180800000,97180899999
meylvvmsdp12a,97181100000,97181199999
meylvvmsdp12a,97183500000,97183599999
meylvvmsdp12a,97184400000,97184499999
meylvvmsdp12a,97185200000,97185299999
meylvvmsdp12a,97185500000,97185599999
meylvvmsdp12a,97185600000,97185699999
meylvvmsdp12a,97185800000,97185899999
meylvvmsdp12a,97185900000,97185999999
meylvvmsdp12a,97187100000,97187199999
meylvvmsdp12a,97187200000,97187299999
meylvvmsdp12a,97187600000,97187699999
meylvvmsdp12a,97187700000,97187799999
meylvvmsdp12a,97187800000,97187899999
meylvvmsdp12a,97188100000,97188199999
meylvvmsdp12a,97188200000,97188299999
meylvvmsdp12a,97188500000,97188599999
meylvvmsdp12a,97188600000,97188699999
meylvvmsdp12a,97188700000,97188799999
meylvvmsdp12a,97188900000,97188999999
meylvvmsdp12a,97189500000,97189599999
meylvvmsdp12a,97189800000,97189899999
meylvvmsdp12a,97190000000,97190099999
meylvvmsdp12a,97190900000,97190999999
meylvvmsdp12a,97191100000,97191199999
meylvvmsdp12a,97191300000,97191399999
meylvvmsdp12a,97192000000,97192099999
meylvvmsdp12a,97192200000,97192299999
meylvvmsdp12a,97192300000,97192399999
meylvvmsdp12a,97192400000,97192499999
meylvvmsdp12a,97192500000,97192599999
meylvvmsdp12a,97192600000,97192699999
meylvvmsdp12a,97192700000,97192799999
meylvvmsdp12a,97192900000,97192999999
meylvvmsdp12a,97193300000,97193399999
meylvvmsdp12a,97193400000,97193499999
meylvvmsdp12a,97193500000,97193599999
meylvvmsdp12a,97193800000,97193899999
meylvvmsdp12a,97193900000,97193999999
meylvvmsdp12a,97194400000,97194499999
meylvvmsdp12a,97194700000,97194799999
meylvvmsdp12a,97195200000,97195299999
meylvvmsdp12a,97195300000,97195399999
meylvvmsdp12a,97195400000,97195499999
meylvvmsdp12a,97195500000,97195599999
meylvvmsdp12a,97195600000,97195699999
meylvvmsdp12a,97196500000,97196599999
meylvvmsdp12a,97196600000,97196699999
meylvvmsdp12a,97196700000,97196799999
meylvvmsdp12a,97196900000,97196999999
meylvvmsdp12a,97197100000,97197199999
meylvvmsdp12a,97197200000,97197299999
meylvvmsdp12a,97197300000,97197399999
meylvvmsdp12a,97197700000,97197799999
meylvvmsdp12a,97197800000,97197899999
meylvvmsdp12a,97198100000,97198199999
meylvvmsdp12a,97198200000,97198299999
meylvvmsdp12a,97198400000,97198499999
meylvvmsdp12a,97198700000,97198799999
meylvvmsdp12a,97198800000,97198899999
meylvvmsdp12a,97198900000,97198999999
meylvvmsdp12a,97199100000,97199199999
meylvvmsdp12a,97199200000,97199299999
meylvvmsdp12a,97199400000,97199499999
meylvvmsdp12a,97199600000,97199699999
meylvvmsdp12a,97199800000,97199899999
meylvvmsdp12a,97199900000,97199999999
meylvvmsdp12a,971581000000,971581999999
meylvvmsdp12a,971582000000,971582999999
meylvvmsdp12a,971583000000,971583999999
meylvvmsdp12a,971585000000,971585999999
meylvvmsdp12a,971586000000,971586999999
meylvvmsdp12a,971588000000,971588999999
meylvvmsdp12a,971589000000,971589999999
meylvvmsdp12a,971600000000,971600999999
meylvvmsdp12a,971603000000,971603999999
meylvvmsdp12a,971650000000,971650999999
meylvvmsdp12a,971661000000,971661999999
meylvvmsdp12a,971669000000,971669999999
meylvvmsdp12a,971742000000,971742999999
meylvvmsdp12a,971764000000,971764999999
meylvvmsdp12a,971771000000,971771999999
meylvvmsdp12a,971777000000,971777999999
meylvvmsdp12a,971875000000,971875999999
meylvvmsdp12a,971888000000,971888999999
meylvvmsdp12a,971900000000,971900999999
meylvvmsdp12a,971916000000,971916999999
meylvvmsdp12a,971990000000,971990999999
meylvvmsdp12a,971997000000,971997999999
meylvvmsdp12a,971999000000,971999999999
meylvvmsdp12a,9718090000000,9718099999999
meylvvmsdp12a,9718900000000,9718909999999
meylvvmsdp12a,9719170000000,9719179999999
meylvvmsdp12a,9719770000000,9719779999999
meylvvmsdp12a,97174800000000,97174899999999
meylvvmsdp12a,971999000000000,971999999999999
meylvvmsdp12a,97180000000000000000,97180099999999900000
